Dataset,Noise Type,Algorithm,Linkage,Noise Level,Normalized Mutual Information
iris,Uniform,K-Means,Average,0.05,0.6234 (0.01)
iris,Uniform,K-Means,Single,0.05,0.5979 (0.01)
iris,Uniform,K-Means,Complete,0.05,0.6244 (0.02)
iris,Uniform,Agglomerative,Average,0.05,0.2984 (0.2)
iris,Uniform,Agglomerative,Single,0.05,0.255 (0.25)
iris,Uniform,Agglomerative,Complete,0.05,0.1699 (0.2)
iris,Uniform,MultiMember,Average,0.05,0.5124 (0.23)
iris,Uniform,MultiMember,Single,0.05,0.1548 (0.22)
iris,Uniform,MultiMember,Complete,0.05,0.3628 (0.25)
iris,Uniform,K-Means,Average,0.1,0.6221 (0.06)
iris,Uniform,K-Means,Single,0.1,0.6261 (0.04)
iris,Uniform,K-Means,Complete,0.1,0.602 (0.03)
iris,Uniform,Agglomerative,Average,0.1,0.45 (0.21)
iris,Uniform,Agglomerative,Single,0.1,0.2343 (0.26)
iris,Uniform,Agglomerative,Complete,0.1,0.1338 (0.24)
iris,Uniform,MultiMember,Average,0.1,0.6058 (0.02)
iris,Uniform,MultiMember,Single,0.1,0.022 (0.0)
iris,Uniform,MultiMember,Complete,0.1,0.4685 (0.23)
iris,Uniform,K-Means,Average,0.15,0.568 (0.02)
iris,Uniform,K-Means,Single,0.15,0.4412 (0.2)
iris,Uniform,K-Means,Complete,0.15,0.5752 (0.02)
iris,Uniform,Agglomerative,Average,0.15,0.1465 (0.19)
iris,Uniform,Agglomerative,Single,0.15,0.2192 (0.22)
iris,Uniform,Agglomerative,Complete,0.15,0.2034 (0.19)
iris,Uniform,MultiMember,Average,0.15,0.5489 (0.04)
iris,Uniform,MultiMember,Single,0.15,0.1391 (0.19)
iris,Uniform,MultiMember,Complete,0.15,0.3714 (0.26)
iris,Uniform,K-Means,Average,0.25,0.4671 (0.02)
iris,Uniform,K-Means,Single,0.25,0.1756 (0.18)
iris,Uniform,K-Means,Complete,0.25,0.4584 (0.04)
iris,Uniform,Agglomerative,Average,0.25,0.0357 (0.0)
iris,Uniform,Agglomerative,Single,0.25,0.0249 (0.0)
iris,Uniform,Agglomerative,Complete,0.25,0.176 (0.1)
iris,Uniform,MultiMember,Average,0.25,0.1954 (0.21)
iris,Uniform,MultiMember,Single,0.25,0.0249 (0.0)
iris,Uniform,MultiMember,Complete,0.25,0.3421 (0.16)
iris,Quantization,K-Means,Average,0,0.7821 (0.04)
iris,Quantization,K-Means,Single,0,0.7038 (0.0)
iris,Quantization,K-Means,Complete,0,0.6734 (0.04)
iris,Quantization,Agglomerative,Average,0,0.7514 (0.03)
iris,Quantization,Agglomerative,Single,0,0.7131 (0.0)
iris,Quantization,Agglomerative,Complete,0,0.6802 (0.07)
iris,Quantization,MultiMember,Average,0,0.7194 (0.01)
iris,Quantization,MultiMember,Single,0,0.7209 (0.0)
iris,Quantization,MultiMember,Complete,0,0.7047 (0.07)
iris,Quantization,K-Means,Average,0.02,0.7978 (0.05)
iris,Quantization,K-Means,Single,0.02,0.7064 (0.01)
iris,Quantization,K-Means,Complete,0.02,0.7086 (0.06)
iris,Quantization,Agglomerative,Average,0.02,0.7303 (0.02)
iris,Quantization,Agglomerative,Single,0.02,0.7496 (0.01)
iris,Quantization,Agglomerative,Complete,0.02,0.6765 (0.08)
iris,Quantization,MultiMember,Average,0.02,0.7226 (0.02)
iris,Quantization,MultiMember,Single,0.02,0.7199 (0.0)
iris,Quantization,MultiMember,Complete,0.02,0.7295 (0.05)
iris,Quantization,K-Means,Average,0.05,0.7742 (0.06)
iris,Quantization,K-Means,Single,0.05,0.745 (0.06)
iris,Quantization,K-Means,Complete,0.05,0.6417 (0.04)
iris,Quantization,Agglomerative,Average,0.05,0.6925 (0.01)
iris,Quantization,Agglomerative,Single,0.05,0.7131 (0.0)
iris,Quantization,Agglomerative,Complete,0.05,0.6997 (0.02)
iris,Quantization,MultiMember,Average,0.05,0.709 (0.01)
iris,Quantization,MultiMember,Single,0.05,0.7152 (0.0)
iris,Quantization,MultiMember,Complete,0.05,0.6883 (0.04)
iris,Quantization,K-Means,Average,0.1,0.7759 (0.03)
iris,Quantization,K-Means,Single,0.1,0.7138 (0.01)
iris,Quantization,K-Means,Complete,0.1,0.7303 (0.06)
iris,Quantization,Agglomerative,Average,0.1,0.6782 (0.02)
iris,Quantization,Agglomerative,Single,0.1,0.7131 (0.0)
iris,Quantization,Agglomerative,Complete,0.1,0.6542 (0.03)
iris,Quantization,MultiMember,Average,0.1,0.7098 (0.02)
iris,Quantization,MultiMember,Single,0.1,0.7204 (0.0)
iris,Quantization,MultiMember,Complete,0.1,0.7017 (0.08)
iris,Quantization,K-Means,Average,0.15,0.7862 (0.05)
iris,Quantization,K-Means,Single,0.15,0.7017 (0.03)
iris,Quantization,K-Means,Complete,0.15,0.6477 (0.01)
iris,Quantization,Agglomerative,Average,0.15,0.754 (0.04)
iris,Quantization,Agglomerative,Single,0.15,0.7564 (0.03)
iris,Quantization,Agglomerative,Complete,0.15,0.6933 (0.08)
iris,Quantization,MultiMember,Average,0.15,0.7336 (0.03)
iris,Quantization,MultiMember,Single,0.15,0.7214 (0.0)
iris,Quantization,MultiMember,Complete,0.15,0.7098 (0.03)
iris,Quantization,K-Means,Average,0.25,0.858 (0.05)
iris,Quantization,K-Means,Single,0.25,0.7286 (0.03)
iris,Quantization,K-Means,Complete,0.25,0.6716 (0.06)
iris,Quantization,Agglomerative,Average,0.25,0.7664 (0.07)
iris,Quantization,Agglomerative,Single,0.25,0.7235 (0.0)
iris,Quantization,Agglomerative,Complete,0.25,0.7032 (0.02)
iris,Quantization,MultiMember,Average,0.25,0.7223 (0.01)
iris,Quantization,MultiMember,Single,0.25,0.7187 (0.0)
iris,Quantization,MultiMember,Complete,0.25,0.6797 (0.06)
spiral,Gaussian,K-Means,Average,0,0.0506 (0.01)
spiral,Gaussian,K-Means,Single,0,0.069 (0.08)
spiral,Gaussian,K-Means,Complete,0,0.0245 (0.02)
spiral,Gaussian,Agglomerative,Average,0,1.0 (0.0)
spiral,Gaussian,Agglomerative,Single,0,0.604 (0.48)
spiral,Gaussian,Agglomerative,Complete,0,0.3744 (0.41)
spiral,Gaussian,MultiMember,Average,0,0.6223 (0.46)
spiral,Gaussian,MultiMember,Single,0,0.012 (0.0)
spiral,Gaussian,MultiMember,Complete,0,0.6351 (0.45)
spiral,Gaussian,K-Means,Average,0.02,0.0493 (0.01)
spiral,Gaussian,K-Means,Single,0.02,0.0174 (0.01)
spiral,Gaussian,K-Means,Complete,0.02,0.0135 (0.02)
spiral,Gaussian,Agglomerative,Average,0.02,0.0633 (0.01)
spiral,Gaussian,Agglomerative,Single,0.02,0.0694 (0.0)
spiral,Gaussian,Agglomerative,Complete,0.02,0.0572 (0.01)
spiral,Gaussian,MultiMember,Average,0.02,0.0367 (0.02)
spiral,Gaussian,MultiMember,Single,0.02,0.0575 (0.02)
spiral,Gaussian,MultiMember,Complete,0.02,0.1286 (0.19)
spiral,Gaussian,K-Means,Average,0.05,0.0349 (0.01)
spiral,Gaussian,K-Means,Single,0.05,0.0243 (0.02)
spiral,Gaussian,K-Means,Complete,0.05,0.0404 (0.01)
spiral,Gaussian,Agglomerative,Average,0.05,0.0238 (0.03)
spiral,Gaussian,Agglomerative,Single,0.05,0.0101 (0.0)
spiral,Gaussian,Agglomerative,Complete,0.05,0.1057 (0.07)
spiral,Gaussian,MultiMember,Average,0.05,0.0304 (0.03)
spiral,Gaussian,MultiMember,Single,0.05,0.0428 (0.07)
spiral,Gaussian,MultiMember,Complete,0.05,0.1338 (0.06)
spiral,Gaussian,K-Means,Average,0.1,0.0651 (0.01)
spiral,Gaussian,K-Means,Single,0.1,0.0082 (0.0)
spiral,Gaussian,K-Means,Complete,0.1,0.0523 (0.01)
spiral,Gaussian,Agglomerative,Average,0.1,0.0354 (0.02)
spiral,Gaussian,Agglomerative,Single,0.1,0.0243 (0.02)
spiral,Gaussian,Agglomerative,Complete,0.1,0.0452 (0.03)
spiral,Gaussian,MultiMember,Average,0.1,0.0235 (0.03)
spiral,Gaussian,MultiMember,Single,0.1,0.0243 (0.02)
spiral,Gaussian,MultiMember,Complete,0.1,0.0601 (0.02)
spiral,Gaussian,K-Means,Average,0.15,0.0255 (0.01)
spiral,Gaussian,K-Means,Single,0.15,0.0101 (0.0)
spiral,Gaussian,K-Means,Complete,0.15,0.019 (0.02)
spiral,Gaussian,Agglomerative,Average,0.15,0.0249 (0.03)
spiral,Gaussian,Agglomerative,Single,0.15,0.0101 (0.0)
spiral,Gaussian,Agglomerative,Complete,0.15,0.0341 (0.03)
spiral,Gaussian,MultiMember,Average,0.15,0.0407 (0.04)
spiral,Gaussian,MultiMember,Single,0.15,0.0101 (0.0)
spiral,Gaussian,MultiMember,Complete,0.15,0.0265 (0.03)
spiral,Gaussian,K-Means,Average,0.25,0.0509 (0.01)
spiral,Gaussian,K-Means,Single,0.25,0.0101 (0.0)
spiral,Gaussian,K-Means,Complete,0.25,0.0452 (0.03)
spiral,Gaussian,Agglomerative,Average,0.25,0.0 (0.0)
spiral,Gaussian,Agglomerative,Single,0.25,0.0 (0.0)
spiral,Gaussian,Agglomerative,Complete,0.25,0.0067 (0.01)
spiral,Gaussian,MultiMember,Average,0.25,0.0212 (0.02)
spiral,Gaussian,MultiMember,Single,0.25,0.0035 (0.0)
spiral,Gaussian,MultiMember,Complete,0.25,0.009 (0.02)
spiral,Uniform,K-Means,Average,0,0.0668 (0.02)
spiral,Uniform,K-Means,Single,0,0.0207 (0.01)
spiral,Uniform,K-Means,Complete,0,0.0364 (0.03)
spiral,Uniform,Agglomerative,Average,0,1.0 (0.0)
spiral,Uniform,Agglomerative,Single,0,0.802 (0.4)
spiral,Uniform,Agglomerative,Complete,0,0.784 (0.37)
spiral,Uniform,MultiMember,Average,0,0.4385 (0.46)
spiral,Uniform,MultiMember,Single,0,0.604 (0.48)
spiral,Uniform,MultiMember,Complete,0,0.2881 (0.36)
spiral,Uniform,K-Means,Average,0.02,0.0556 (0.01)
spiral,Uniform,K-Means,Single,0.02,0.0773 (0.06)
spiral,Uniform,K-Means,Complete,0.02,0.0447 (0.03)
spiral,Uniform,Agglomerative,Average,0.02,0.0142 (0.01)
spiral,Uniform,Agglomerative,Single,0.02,0.0101 (0.0)
spiral,Uniform,Agglomerative,Complete,0.02,0.0832 (0.11)
spiral,Uniform,MultiMember,Average,0.02,0.058 (0.03)
spiral,Uniform,MultiMember,Single,0.02,0.0502 (0.03)
spiral,Uniform,MultiMember,Complete,0.02,0.1947 (0.14)
spiral,Uniform,K-Means,Average,0.05,0.0495 (0.02)
spiral,Uniform,K-Means,Single,0.05,0.0397 (0.05)
spiral,Uniform,K-Means,Complete,0.05,0.0187 (0.03)
spiral,Uniform,Agglomerative,Average,0.05,0.0101 (0.0)
spiral,Uniform,Agglomerative,Single,0.05,0.0398 (0.04)
spiral,Uniform,Agglomerative,Complete,0.05,0.0089 (0.0)
spiral,Uniform,MultiMember,Average,0.05,0.0599 (0.04)
spiral,Uniform,MultiMember,Single,0.05,0.0398 (0.04)
spiral,Uniform,MultiMember,Complete,0.05,0.028 (0.04)
spiral,Uniform,K-Means,Average,0.1,0.0439 (0.02)
spiral,Uniform,K-Means,Single,0.1,0.0351 (0.02)
spiral,Uniform,K-Means,Complete,0.1,0.0195 (0.01)
spiral,Uniform,Agglomerative,Average,0.1,0.0081 (0.0)
spiral,Uniform,Agglomerative,Single,0.1,0.0101 (0.0)
spiral,Uniform,Agglomerative,Complete,0.1,0.0438 (0.02)
spiral,Uniform,MultiMember,Average,0.1,0.034 (0.03)
spiral,Uniform,MultiMember,Single,0.1,0.0101 (0.0)
spiral,Uniform,MultiMember,Complete,0.1,0.0472 (0.03)
spiral,Uniform,K-Means,Average,0.15,0.0325 (0.03)
spiral,Uniform,K-Means,Single,0.15,0.022 (0.02)
spiral,Uniform,K-Means,Complete,0.15,0.0361 (0.02)
spiral,Uniform,Agglomerative,Average,0.15,0.0101 (0.0)
spiral,Uniform,Agglomerative,Single,0.15,0.0101 (0.0)
spiral,Uniform,Agglomerative,Complete,0.15,0.0763 (0.01)
spiral,Uniform,MultiMember,Average,0.15,0.0507 (0.03)
spiral,Uniform,MultiMember,Single,0.15,0.0101 (0.0)
spiral,Uniform,MultiMember,Complete,0.15,0.0201 (0.03)
spiral,Uniform,K-Means,Average,0.25,0.0825 (0.01)
spiral,Uniform,K-Means,Single,0.25,0.0378 (0.03)
spiral,Uniform,K-Means,Complete,0.25,0.0194 (0.02)
spiral,Uniform,Agglomerative,Average,0.25,0.055 (0.04)
spiral,Uniform,Agglomerative,Single,0.25,0.0286 (0.0)
spiral,Uniform,Agglomerative,Complete,0.25,0.0926 (0.02)
spiral,Uniform,MultiMember,Average,0.25,0.029 (0.03)
spiral,Uniform,MultiMember,Single,0.25,0.0212 (0.01)
spiral,Uniform,MultiMember,Complete,0.25,0.0428 (0.02)
spiral,Quantization,K-Means,Average,0,0.0606 (0.02)
spiral,Quantization,K-Means,Single,0,0.0747 (0.08)
spiral,Quantization,K-Means,Complete,0,0.0331 (0.02)
spiral,Quantization,Agglomerative,Average,0,1.0 (0.0)
spiral,Quantization,Agglomerative,Single,0,0.4527 (0.45)
spiral,Quantization,Agglomerative,Complete,0,0.568 (0.43)
spiral,Quantization,MultiMember,Average,0,0.2488 (0.38)
spiral,Quantization,MultiMember,Single,0,0.4079 (0.48)
spiral,Quantization,MultiMember,Complete,0,0.3372 (0.35)
spiral,Quantization,K-Means,Average,0.02,0.0654 (0.01)
spiral,Quantization,K-Means,Single,0.02,0.0708 (0.07)
spiral,Quantization,K-Means,Complete,0.02,0.0283 (0.03)
spiral,Quantization,Agglomerative,Average,0.02,0.2373 (0.36)
spiral,Quantization,Agglomerative,Single,0.02,0.089 (0.05)
spiral,Quantization,Agglomerative,Complete,0.02,0.5874 (0.33)
spiral,Quantization,MultiMember,Average,0.02,0.5535 (0.38)
spiral,Quantization,MultiMember,Single,0.02,0.2684 (0.35)
spiral,Quantization,MultiMember,Complete,0.02,0.2692 (0.35)
spiral,Quantization,K-Means,Average,0.05,0.051 (0.02)
spiral,Quantization,K-Means,Single,0.05,0.0607 (0.03)
spiral,Quantization,K-Means,Complete,0.05,0.0326 (0.02)
spiral,Quantization,Agglomerative,Average,0.05,0.0485 (0.02)
spiral,Quantization,Agglomerative,Single,0.05,0.077 (0.0)
spiral,Quantization,Agglomerative,Complete,0.05,0.069 (0.02)
spiral,Quantization,MultiMember,Average,0.05,0.0712 (0.01)
spiral,Quantization,MultiMember,Single,0.05,0.1735 (0.08)
spiral,Quantization,MultiMember,Complete,0.05,0.0889 (0.01)
spiral,Quantization,K-Means,Average,0.1,0.069 (0.01)
spiral,Quantization,K-Means,Single,0.1,0.0254 (0.03)
spiral,Quantization,K-Means,Complete,0.1,0.0483 (0.03)
spiral,Quantization,Agglomerative,Average,0.1,0.0128 (0.0)
spiral,Quantization,Agglomerative,Single,0.1,0.021 (0.02)
spiral,Quantization,Agglomerative,Complete,0.1,0.0455 (0.03)
spiral,Quantization,MultiMember,Average,0.1,0.04 (0.03)
spiral,Quantization,MultiMember,Single,0.1,0.0456 (0.02)
spiral,Quantization,MultiMember,Complete,0.1,0.0461 (0.04)
spiral,Quantization,K-Means,Average,0.15,0.0631 (0.01)
spiral,Quantization,K-Means,Single,0.15,0.02 (0.02)
spiral,Quantization,K-Means,Complete,0.15,0.0469 (0.03)
spiral,Quantization,Agglomerative,Average,0.15,0.0456 (0.0)
spiral,Quantization,Agglomerative,Single,0.15,0.0456 (0.0)
spiral,Quantization,Agglomerative,Complete,0.15,0.0456 (0.0)
spiral,Quantization,MultiMember,Average,0.15,0.0451 (0.03)
spiral,Quantization,MultiMember,Single,0.15,0.0456 (0.0)
spiral,Quantization,MultiMember,Complete,0.15,0.0672 (0.04)
spiral,Quantization,K-Means,Average,0.25,0.0564 (0.01)
spiral,Quantization,K-Means,Single,0.25,0.0489 (0.04)
spiral,Quantization,K-Means,Complete,0.25,0.0368 (0.02)
spiral,Quantization,Agglomerative,Average,0.25,0.0611 (0.05)
spiral,Quantization,Agglomerative,Single,0.25,0.0101 (0.0)
spiral,Quantization,Agglomerative,Complete,0.25,0.0501 (0.05)
spiral,Quantization,MultiMember,Average,0.25,0.092 (0.04)
spiral,Quantization,MultiMember,Single,0.25,0.012 (0.0)
spiral,Quantization,MultiMember,Complete,0.25,0.0707 (0.05)
two_bananas,Gaussian,K-Means,Average,0,0.4506 (0.04)
two_bananas,Gaussian,K-Means,Single,0,0.7968 (0.3)
two_bananas,Gaussian,K-Means,Complete,0,0.6906 (0.12)
two_bananas,Gaussian,Agglomerative,Average,0,0.9427 (0.11)
two_bananas,Gaussian,Agglomerative,Single,0,0.9427 (0.11)
two_bananas,Gaussian,Agglomerative,Complete,0,0.7707 (0.11)
two_bananas,Gaussian,MultiMember,Average,0,0.7656 (0.18)
two_bananas,Gaussian,MultiMember,Single,0,1.0 (0.0)
two_bananas,Gaussian,MultiMember,Complete,0,0.8159 (0.17)
two_bananas,Gaussian,K-Means,Average,0.02,0.5017 (0.08)
two_bananas,Gaussian,K-Means,Single,0.02,0.7611 (0.11)
two_bananas,Gaussian,K-Means,Complete,0.02,0.647 (0.06)
two_bananas,Gaussian,Agglomerative,Average,0.02,0.8592 (0.12)
two_bananas,Gaussian,Agglomerative,Single,0.02,0.9192 (0.0)
two_bananas,Gaussian,Agglomerative,Complete,0.02,0.5746 (0.22)
two_bananas,Gaussian,MultiMember,Average,0.02,0.8074 (0.12)
two_bananas,Gaussian,MultiMember,Single,0.02,0.3674 (0.44)
two_bananas,Gaussian,MultiMember,Complete,0.02,0.5815 (0.34)
two_bananas,Gaussian,K-Means,Average,0.05,0.5079 (0.07)
two_bananas,Gaussian,K-Means,Single,0.05,0.6611 (0.31)
two_bananas,Gaussian,K-Means,Complete,0.05,0.5083 (0.11)
two_bananas,Gaussian,Agglomerative,Average,0.05,0.1801 (0.34)
two_bananas,Gaussian,Agglomerative,Single,0.05,0.0096 (0.0)
two_bananas,Gaussian,Agglomerative,Complete,0.05,0.1799 (0.21)
two_bananas,Gaussian,MultiMember,Average,0.05,0.3757 (0.33)
two_bananas,Gaussian,MultiMember,Single,0.05,0.0114 (0.0)
two_bananas,Gaussian,MultiMember,Complete,0.05,0.3228 (0.24)
two_bananas,Gaussian,K-Means,Average,0.1,0.4546 (0.07)
two_bananas,Gaussian,K-Means,Single,0.1,0.1764 (0.21)
two_bananas,Gaussian,K-Means,Complete,0.1,0.3417 (0.06)
two_bananas,Gaussian,Agglomerative,Average,0.1,0.0096 (0.0)
two_bananas,Gaussian,Agglomerative,Single,0.1,0.0168 (0.0)
two_bananas,Gaussian,Agglomerative,Complete,0.1,0.1391 (0.11)
two_bananas,Gaussian,MultiMember,Average,0.1,0.0114 (0.0)
two_bananas,Gaussian,MultiMember,Single,0.1,0.015 (0.0)
two_bananas,Gaussian,MultiMember,Complete,0.1,0.2151 (0.15)
two_bananas,Gaussian,K-Means,Average,0.15,0.3719 (0.01)
two_bananas,Gaussian,K-Means,Single,0.15,0.0238 (0.03)
two_bananas,Gaussian,K-Means,Complete,0.15,0.3414 (0.05)
two_bananas,Gaussian,Agglomerative,Average,0.15,0.0114 (0.0)
two_bananas,Gaussian,Agglomerative,Single,0.15,0.0168 (0.0)
two_bananas,Gaussian,Agglomerative,Complete,0.15,0.295 (0.24)
two_bananas,Gaussian,MultiMember,Average,0.15,0.0186 (0.0)
two_bananas,Gaussian,MultiMember,Single,0.15,0.0168 (0.0)
two_bananas,Gaussian,MultiMember,Complete,0.15,0.2784 (0.15)
two_bananas,Gaussian,K-Means,Average,0.25,0.4032 (0.02)
two_bananas,Gaussian,K-Means,Single,0.25,0.054 (0.03)
two_bananas,Gaussian,K-Means,Complete,0.25,0.2431 (0.18)
two_bananas,Gaussian,Agglomerative,Average,0.25,0.0114 (0.0)
two_bananas,Gaussian,Agglomerative,Single,0.25,0.0096 (0.0)
two_bananas,Gaussian,Agglomerative,Complete,0.25,0.0393 (0.05)
two_bananas,Gaussian,MultiMember,Average,0.25,0.0132 (0.0)
two_bananas,Gaussian,MultiMember,Single,0.25,0.0077 (0.0)
two_bananas,Gaussian,MultiMember,Complete,0.25,0.0839 (0.16)
two_bananas,Uniform,K-Means,Average,0,0.6523 (0.09)
two_bananas,Uniform,K-Means,Single,0,0.7873 (0.3)
two_bananas,Uniform,K-Means,Complete,0,0.7355 (0.02)
two_bananas,Uniform,Agglomerative,Average,0,0.828 (0.14)
two_bananas,Uniform,Agglomerative,Single,0,0.9427 (0.11)
two_bananas,Uniform,Agglomerative,Complete,0,0.9427 (0.11)
two_bananas,Uniform,MultiMember,Average,0,0.7887 (0.19)
two_bananas,Uniform,MultiMember,Single,0,1.0 (0.0)
two_bananas,Uniform,MultiMember,Complete,0,0.8854 (0.14)
two_bananas,Uniform,K-Means,Average,0.02,0.4672 (0.1)
two_bananas,Uniform,K-Means,Single,0.02,0.3162 (0.32)
two_bananas,Uniform,K-Means,Complete,0.02,0.5726 (0.1)
two_bananas,Uniform,Agglomerative,Average,0.02,0.5982 (0.31)
two_bananas,Uniform,Agglomerative,Single,0.02,0.106 (0.19)
two_bananas,Uniform,Agglomerative,Complete,0.02,0.3007 (0.23)
two_bananas,Uniform,MultiMember,Average,0.02,0.7276 (0.07)
two_bananas,Uniform,MultiMember,Single,0.02,0.0096 (0.0)
two_bananas,Uniform,MultiMember,Complete,0.02,0.5588 (0.08)
two_bananas,Uniform,K-Means,Average,0.05,0.4967 (0.09)
two_bananas,Uniform,K-Means,Single,0.05,0.7572 (0.09)
two_bananas,Uniform,K-Means,Complete,0.05,0.5325 (0.09)
two_bananas,Uniform,Agglomerative,Average,0.05,0.382 (0.37)
two_bananas,Uniform,Agglomerative,Single,0.05,0.4166 (0.27)
two_bananas,Uniform,Agglomerative,Complete,0.05,0.1884 (0.15)
two_bananas,Uniform,MultiMember,Average,0.05,0.7062 (0.1)
two_bananas,Uniform,MultiMember,Single,0.05,0.5049 (0.4)
two_bananas,Uniform,MultiMember,Complete,0.05,0.2663 (0.33)
two_bananas,Uniform,K-Means,Average,0.1,0.5346 (0.08)
two_bananas,Uniform,K-Means,Single,0.1,0.1799 (0.29)
two_bananas,Uniform,K-Means,Complete,0.1,0.5761 (0.07)
two_bananas,Uniform,Agglomerative,Average,0.1,0.0975 (0.18)
two_bananas,Uniform,Agglomerative,Single,0.1,0.0096 (0.0)
two_bananas,Uniform,Agglomerative,Complete,0.1,0.2834 (0.2)
two_bananas,Uniform,MultiMember,Average,0.1,0.2509 (0.3)
two_bananas,Uniform,MultiMember,Single,0.1,0.0306 (0.04)
two_bananas,Uniform,MultiMember,Complete,0.1,0.3195 (0.25)
two_bananas,Uniform,K-Means,Average,0.15,0.3654 (0.08)
two_bananas,Uniform,K-Means,Single,0.15,0.1412 (0.26)
two_bananas,Uniform,K-Means,Complete,0.15,0.3979 (0.04)
two_bananas,Uniform,Agglomerative,Average,0.15,0.0096 (0.0)
two_bananas,Uniform,Agglomerative,Single,0.15,0.0101 (0.0)
two_bananas,Uniform,Agglomerative,Complete,0.15,0.129 (0.21)
two_bananas,Uniform,MultiMember,Average,0.15,0.1145 (0.21)
two_bananas,Uniform,MultiMember,Single,0.15,0.024 (0.03)
two_bananas,Uniform,MultiMember,Complete,0.15,0.2266 (0.26)
two_bananas,Uniform,K-Means,Average,0.25,0.2729 (0.01)
two_bananas,Uniform,K-Means,Single,0.25,0.0114 (0.0)
two_bananas,Uniform,K-Means,Complete,0.25,0.2568 (0.04)
two_bananas,Uniform,Agglomerative,Average,0.25,0.0011 (0.0)
two_bananas,Uniform,Agglomerative,Single,0.25,0.0013 (0.0)
two_bananas,Uniform,Agglomerative,Complete,0.25,0.2605 (0.12)
two_bananas,Uniform,MultiMember,Average,0.25,0.1193 (0.15)
two_bananas,Uniform,MultiMember,Single,0.25,0.0688 (0.13)
two_bananas,Uniform,MultiMember,Complete,0.25,0.0856 (0.12)
two_bananas,Quantization,K-Means,Average,0,0.5263 (0.12)
two_bananas,Quantization,K-Means,Single,0,0.5393 (0.38)
two_bananas,Quantization,K-Means,Complete,0,0.644 (0.11)
two_bananas,Quantization,Agglomerative,Average,0,1.0 (0.0)
two_bananas,Quantization,Agglomerative,Single,0,0.9427 (0.11)
two_bananas,Quantization,Agglomerative,Complete,0,1.0 (0.0)
two_bananas,Quantization,MultiMember,Average,0,0.8222 (0.15)
two_bananas,Quantization,MultiMember,Single,0,0.8133 (0.37)
two_bananas,Quantization,MultiMember,Complete,0,0.7855 (0.19)
two_bananas,Quantization,K-Means,Average,0.02,0.5019 (0.05)
two_bananas,Quantization,K-Means,Single,0.02,0.9522 (0.1)
two_bananas,Quantization,K-Means,Complete,0.02,0.6073 (0.13)
two_bananas,Quantization,Agglomerative,Average,0.02,0.9427 (0.11)
two_bananas,Quantization,Agglomerative,Single,0.02,0.8854 (0.14)
two_bananas,Quantization,Agglomerative,Complete,0.02,0.8854 (0.14)
two_bananas,Quantization,MultiMember,Average,0.02,0.8854 (0.14)
two_bananas,Quantization,MultiMember,Single,0.02,0.9427 (0.11)
two_bananas,Quantization,MultiMember,Complete,0.02,0.6958 (0.18)
two_bananas,Quantization,K-Means,Average,0.05,0.5722 (0.16)
two_bananas,Quantization,K-Means,Single,0.05,0.6888 (0.32)
two_bananas,Quantization,K-Means,Complete,0.05,0.6844 (0.1)
two_bananas,Quantization,Agglomerative,Average,0.05,1.0 (0.0)
two_bananas,Quantization,Agglomerative,Single,0.05,0.5832 (0.41)
two_bananas,Quantization,Agglomerative,Complete,0.05,0.5842 (0.25)
two_bananas,Quantization,MultiMember,Average,0.05,0.9123 (0.18)
two_bananas,Quantization,MultiMember,Single,0.05,0.8269 (0.35)
two_bananas,Quantization,MultiMember,Complete,0.05,0.5842 (0.25)
two_bananas,Quantization,K-Means,Average,0.1,0.6192 (0.14)
two_bananas,Quantization,K-Means,Single,0.1,0.6586 (0.31)
two_bananas,Quantization,K-Means,Complete,0.1,0.6383 (0.08)
two_bananas,Quantization,Agglomerative,Average,0.1,0.828 (0.14)
two_bananas,Quantization,Agglomerative,Single,0.1,0.7134 (0.0)
two_bananas,Quantization,Agglomerative,Complete,0.1,0.8195 (0.15)
two_bananas,Quantization,MultiMember,Average,0.1,0.7981 (0.17)
two_bananas,Quantization,MultiMember,Single,0.1,0.2397 (0.24)
two_bananas,Quantization,MultiMember,Complete,0.1,0.6963 (0.02)
two_bananas,Quantization,K-Means,Average,0.15,0.5734 (0.14)
two_bananas,Quantization,K-Means,Single,0.15,1.0 (0.0)
two_bananas,Quantization,K-Means,Complete,0.15,0.6002 (0.12)
two_bananas,Quantization,Agglomerative,Average,0.15,1.0 (0.0)
two_bananas,Quantization,Agglomerative,Single,0.15,1.0 (0.0)
two_bananas,Quantization,Agglomerative,Complete,0.15,0.869 (0.16)
two_bananas,Quantization,MultiMember,Average,0.15,0.8884 (0.14)
two_bananas,Quantization,MultiMember,Single,0.15,1.0 (0.0)
two_bananas,Quantization,MultiMember,Complete,0.15,0.6607 (0.08)
two_bananas,Quantization,K-Means,Average,0.25,0.5935 (0.13)
two_bananas,Quantization,K-Means,Single,0.25,0.5663 (0.42)
two_bananas,Quantization,K-Means,Complete,0.25,0.6573 (0.08)
two_bananas,Quantization,Agglomerative,Average,0.25,0.8628 (0.17)
two_bananas,Quantization,Agglomerative,Single,0.25,1.0 (0.0)
two_bananas,Quantization,Agglomerative,Complete,0.25,0.5243 (0.07)
two_bananas,Quantization,MultiMember,Average,0.25,0.8026 (0.16)
two_bananas,Quantization,MultiMember,Single,0.25,0.753 (0.35)
two_bananas,Quantization,MultiMember,Complete,0.25,0.6113 (0.09)
