Dataset,Noise Type,Algorithm,Linkage,Noise Level,Normalized Mutual Information
dermatology,Gaussian,K-Means,Average,0,0.8417 (0.07)
dermatology,Gaussian,K-Means,Single,0,0.9202 (0.02)
dermatology,Gaussian,K-Means,Complete,0,0.7187 (0.03)
dermatology,Gaussian,Agglomerative,Average,0,0.7033 (0.01)
dermatology,Gaussian,Agglomerative,Single,0,0.5479 (0.05)
dermatology,Gaussian,Agglomerative,Complete,0,0.6439 (0.07)
dermatology,Gaussian,MultiMember,Average,0,0.6247 (0.14)
dermatology,Gaussian,MultiMember,Single,0,0.6306 (0.15)
dermatology,Gaussian,MultiMember,Complete,0,0.6678 (0.06)
dermatology,Gaussian,K-Means,Average,0.02,0.8835 (0.0)
dermatology,Gaussian,K-Means,Single,0.02,0.8997 (0.02)
dermatology,Gaussian,K-Means,Complete,0.02,0.8148 (0.04)
dermatology,Gaussian,Agglomerative,Average,0.02,0.6296 (0.15)
dermatology,Gaussian,Agglomerative,Single,0.02,0.7795 (0.04)
dermatology,Gaussian,Agglomerative,Complete,0.02,0.675 (0.05)
dermatology,Gaussian,MultiMember,Average,0.02,0.6287 (0.15)
dermatology,Gaussian,MultiMember,Single,0.02,0.567 (0.15)
dermatology,Gaussian,MultiMember,Complete,0.02,0.5647 (0.13)
dermatology,Gaussian,K-Means,Average,0.05,0.8825 (0.08)
dermatology,Gaussian,K-Means,Single,0.05,0.9039 (0.04)
dermatology,Gaussian,K-Means,Complete,0.05,0.7472 (0.08)
dermatology,Gaussian,Agglomerative,Average,0.05,0.6815 (0.09)
dermatology,Gaussian,Agglomerative,Single,0.05,0.6235 (0.14)
dermatology,Gaussian,Agglomerative,Complete,0.05,0.719 (0.02)
dermatology,Gaussian,MultiMember,Average,0.05,0.5039 (0.11)
dermatology,Gaussian,MultiMember,Single,0.05,0.5236 (0.15)
dermatology,Gaussian,MultiMember,Complete,0.05,0.6681 (0.1)
dermatology,Gaussian,K-Means,Average,0.1,0.8339 (0.06)
dermatology,Gaussian,K-Means,Single,0.1,0.7037 (0.11)
dermatology,Gaussian,K-Means,Complete,0.1,0.7833 (0.04)
dermatology,Gaussian,Agglomerative,Average,0.1,0.5691 (0.13)
dermatology,Gaussian,Agglomerative,Single,0.1,0.4566 (0.0)
dermatology,Gaussian,Agglomerative,Complete,0.1,0.6363 (0.11)
dermatology,Gaussian,MultiMember,Average,0.1,0.3615 (0.28)
dermatology,Gaussian,MultiMember,Single,0.1,0.4478 (0.01)
dermatology,Gaussian,MultiMember,Complete,0.1,0.6597 (0.1)
dermatology,Gaussian,K-Means,Average,0.15,0.8022 (0.02)
dermatology,Gaussian,K-Means,Single,0.15,0.6631 (0.12)
dermatology,Gaussian,K-Means,Complete,0.15,0.6852 (0.02)
dermatology,Gaussian,Agglomerative,Average,0.15,0.202 (0.21)
dermatology,Gaussian,Agglomerative,Single,0.15,0.4443 (0.01)
dermatology,Gaussian,Agglomerative,Complete,0.15,0.3989 (0.14)
dermatology,Gaussian,MultiMember,Average,0.15,0.2083 (0.22)
dermatology,Gaussian,MultiMember,Single,0.15,0.2816 (0.21)
dermatology,Gaussian,MultiMember,Complete,0.15,0.4469 (0.21)
dermatology,Gaussian,K-Means,Average,0.25,0.6996 (0.04)
dermatology,Gaussian,K-Means,Single,0.25,0.4312 (0.01)
dermatology,Gaussian,K-Means,Complete,0.25,0.659 (0.02)
dermatology,Gaussian,Agglomerative,Average,0.25,0.2577 (0.18)
dermatology,Gaussian,Agglomerative,Single,0.25,0.0289 (0.0)
dermatology,Gaussian,Agglomerative,Complete,0.25,0.3691 (0.23)
dermatology,Gaussian,MultiMember,Average,0.25,0.192 (0.2)
dermatology,Gaussian,MultiMember,Single,0.25,0.0268 (0.0)
dermatology,Gaussian,MultiMember,Complete,0.25,0.4505 (0.1)
dermatology,Uniform,K-Means,Average,0,0.869 (0.06)
dermatology,Uniform,K-Means,Single,0,0.9055 (0.02)
dermatology,Uniform,K-Means,Complete,0,0.7667 (0.06)
dermatology,Uniform,Agglomerative,Average,0,0.7137 (0.02)
dermatology,Uniform,Agglomerative,Single,0,0.5719 (0.08)
dermatology,Uniform,Agglomerative,Complete,0,0.6012 (0.06)
dermatology,Uniform,MultiMember,Average,0,0.67 (0.11)
dermatology,Uniform,MultiMember,Single,0,0.474 (0.05)
dermatology,Uniform,MultiMember,Complete,0,0.6403 (0.09)
dermatology,Uniform,K-Means,Average,0.02,0.869 (0.05)
dermatology,Uniform,K-Means,Single,0.02,0.9074 (0.02)
dermatology,Uniform,K-Means,Complete,0.02,0.7129 (0.04)
dermatology,Uniform,Agglomerative,Average,0.02,0.7146 (0.09)
dermatology,Uniform,Agglomerative,Single,0.02,0.7539 (0.02)
dermatology,Uniform,Agglomerative,Complete,0.02,0.6455 (0.05)
dermatology,Uniform,MultiMember,Average,0.02,0.6209 (0.14)
dermatology,Uniform,MultiMember,Single,0.02,0.4482 (0.0)
dermatology,Uniform,MultiMember,Complete,0.02,0.7175 (0.02)
dermatology,Uniform,K-Means,Average,0.05,0.861 (0.06)
dermatology,Uniform,K-Means,Single,0.05,0.9046 (0.03)
dermatology,Uniform,K-Means,Complete,0.05,0.7019 (0.06)
dermatology,Uniform,Agglomerative,Average,0.05,0.1256 (0.17)
dermatology,Uniform,Agglomerative,Single,0.05,0.4562 (0.0)
dermatology,Uniform,Agglomerative,Complete,0.05,0.4488 (0.18)
dermatology,Uniform,MultiMember,Average,0.05,0.3321 (0.34)
dermatology,Uniform,MultiMember,Single,0.05,0.2001 (0.21)
dermatology,Uniform,MultiMember,Complete,0.05,0.3948 (0.16)
dermatology,Uniform,K-Means,Average,0.1,0.8446 (0.02)
dermatology,Uniform,K-Means,Single,0.1,0.6014 (0.15)
dermatology,Uniform,K-Means,Complete,0.1,0.8045 (0.05)
dermatology,Uniform,Agglomerative,Average,0.1,0.1105 (0.17)
dermatology,Uniform,Agglomerative,Single,0.1,0.4495 (0.0)
dermatology,Uniform,Agglomerative,Complete,0.1,0.434 (0.21)
dermatology,Uniform,MultiMember,Average,0.1,0.1685 (0.27)
dermatology,Uniform,MultiMember,Single,0.1,0.4504 (0.0)
dermatology,Uniform,MultiMember,Complete,0.1,0.4792 (0.04)
dermatology,Uniform,K-Means,Average,0.15,0.8167 (0.07)
dermatology,Uniform,K-Means,Single,0.15,0.724 (0.02)
dermatology,Uniform,K-Means,Complete,0.15,0.757 (0.03)
dermatology,Uniform,Agglomerative,Average,0.15,0.2121 (0.19)
dermatology,Uniform,Agglomerative,Single,0.15,0.1981 (0.2)
dermatology,Uniform,Agglomerative,Complete,0.15,0.5439 (0.08)
dermatology,Uniform,MultiMember,Average,0.15,0.2525 (0.26)
dermatology,Uniform,MultiMember,Single,0.15,0.0337 (0.0)
dermatology,Uniform,MultiMember,Complete,0.15,0.3258 (0.15)
dermatology,Uniform,K-Means,Average,0.25,0.705 (0.02)
dermatology,Uniform,K-Means,Single,0.25,0.4076 (0.12)
dermatology,Uniform,K-Means,Complete,0.25,0.6622 (0.04)
dermatology,Uniform,Agglomerative,Average,0.25,0.2476 (0.18)
dermatology,Uniform,Agglomerative,Single,0.25,0.1661 (0.17)
dermatology,Uniform,Agglomerative,Complete,0.25,0.3927 (0.12)
dermatology,Uniform,MultiMember,Average,0.25,0.0265 (0.0)
dermatology,Uniform,MultiMember,Single,0.25,0.022 (0.0)
dermatology,Uniform,MultiMember,Complete,0.25,0.496 (0.08)
dermatology,Quantization,K-Means,Average,0,0.892 (0.02)
dermatology,Quantization,K-Means,Single,0,0.9236 (0.01)
dermatology,Quantization,K-Means,Complete,0,0.7947 (0.08)
dermatology,Quantization,Agglomerative,Average,0,0.7395 (0.09)
dermatology,Quantization,Agglomerative,Single,0,0.6416 (0.09)
dermatology,Quantization,Agglomerative,Complete,0,0.6405 (0.07)
dermatology,Quantization,MultiMember,Average,0,0.6212 (0.14)
dermatology,Quantization,MultiMember,Single,0,0.6437 (0.16)
dermatology,Quantization,MultiMember,Complete,0,0.5675 (0.1)
dermatology,Quantization,K-Means,Average,0.02,0.867 (0.03)
dermatology,Quantization,K-Means,Single,0.02,0.9191 (0.02)
dermatology,Quantization,K-Means,Complete,0.02,0.7176 (0.07)
dermatology,Quantization,Agglomerative,Average,0.02,0.6761 (0.11)
dermatology,Quantization,Agglomerative,Single,0.02,0.777 (0.04)
dermatology,Quantization,Agglomerative,Complete,0.02,0.6738 (0.1)
dermatology,Quantization,MultiMember,Average,0.02,0.5073 (0.12)
dermatology,Quantization,MultiMember,Single,0.02,0.7142 (0.07)
dermatology,Quantization,MultiMember,Complete,0.02,0.6072 (0.13)
dermatology,Quantization,K-Means,Average,0.05,0.89 (0.01)
dermatology,Quantization,K-Means,Single,0.05,0.9073 (0.03)
dermatology,Quantization,K-Means,Complete,0.05,0.738 (0.05)
dermatology,Quantization,Agglomerative,Average,0.05,0.7085 (0.01)
dermatology,Quantization,Agglomerative,Single,0.05,0.8411 (0.08)
dermatology,Quantization,Agglomerative,Complete,0.05,0.5743 (0.06)
dermatology,Quantization,MultiMember,Average,0.05,0.6198 (0.14)
dermatology,Quantization,MultiMember,Single,0.05,0.474 (0.05)
dermatology,Quantization,MultiMember,Complete,0.05,0.6724 (0.08)
dermatology,Quantization,K-Means,Average,0.1,0.862 (0.06)
dermatology,Quantization,K-Means,Single,0.1,0.9018 (0.02)
dermatology,Quantization,K-Means,Complete,0.1,0.7794 (0.03)
dermatology,Quantization,Agglomerative,Average,0.1,0.7246 (0.02)
dermatology,Quantization,Agglomerative,Single,0.1,0.7932 (0.07)
dermatology,Quantization,Agglomerative,Complete,0.1,0.5519 (0.11)
dermatology,Quantization,MultiMember,Average,0.1,0.6871 (0.12)
dermatology,Quantization,MultiMember,Single,0.1,0.4479 (0.0)
dermatology,Quantization,MultiMember,Complete,0.1,0.6101 (0.13)
dermatology,Quantization,K-Means,Average,0.15,0.856 (0.05)
dermatology,Quantization,K-Means,Single,0.15,0.8924 (0.02)
dermatology,Quantization,K-Means,Complete,0.15,0.7811 (0.05)
dermatology,Quantization,Agglomerative,Average,0.15,0.6637 (0.11)
dermatology,Quantization,Agglomerative,Single,0.15,0.8088 (0.03)
dermatology,Quantization,Agglomerative,Complete,0.15,0.7007 (0.01)
dermatology,Quantization,MultiMember,Average,0.15,0.6419 (0.16)
dermatology,Quantization,MultiMember,Single,0.15,0.5079 (0.12)
dermatology,Quantization,MultiMember,Complete,0.15,0.5926 (0.1)
dermatology,Quantization,K-Means,Average,0.25,0.901 (0.02)
dermatology,Quantization,K-Means,Single,0.25,0.8925 (0.02)
dermatology,Quantization,K-Means,Complete,0.25,0.7412 (0.06)
dermatology,Quantization,Agglomerative,Average,0.25,0.737 (0.01)
dermatology,Quantization,Agglomerative,Single,0.25,0.7434 (0.01)
dermatology,Quantization,Agglomerative,Complete,0.25,0.6191 (0.09)
dermatology,Quantization,MultiMember,Average,0.25,0.5622 (0.14)
dermatology,Quantization,MultiMember,Single,0.25,0.5836 (0.17)
dermatology,Quantization,MultiMember,Complete,0.25,0.6155 (0.1)
glass,Gaussian,K-Means,Average,0,0.3367 (0.01)
glass,Gaussian,K-Means,Single,0,0.3301 (0.02)
glass,Gaussian,K-Means,Complete,0,0.3849 (0.04)
glass,Gaussian,Agglomerative,Average,0,0.3372 (0.02)
glass,Gaussian,Agglomerative,Single,0,0.3352 (0.0)
glass,Gaussian,Agglomerative,Complete,0,0.3735 (0.02)
glass,Gaussian,MultiMember,Average,0,0.1368 (0.09)
glass,Gaussian,MultiMember,Single,0,0.136 (0.1)
glass,Gaussian,MultiMember,Complete,0,0.2998 (0.1)
glass,Gaussian,K-Means,Average,0.02,0.3354 (0.04)
glass,Gaussian,K-Means,Single,0.02,0.2206 (0.11)
glass,Gaussian,K-Means,Complete,0.02,0.3948 (0.03)
glass,Gaussian,Agglomerative,Average,0.02,0.3122 (0.09)
glass,Gaussian,Agglomerative,Single,0.02,0.3063 (0.04)
glass,Gaussian,Agglomerative,Complete,0.02,0.2504 (0.08)
glass,Gaussian,MultiMember,Average,0.02,0.2148 (0.11)
glass,Gaussian,MultiMember,Single,0.02,0.092 (0.01)
glass,Gaussian,MultiMember,Complete,0.02,0.313 (0.09)
glass,Gaussian,K-Means,Average,0.05,0.3109 (0.03)
glass,Gaussian,K-Means,Single,0.05,0.2418 (0.1)
glass,Gaussian,K-Means,Complete,0.05,0.3167 (0.04)
glass,Gaussian,Agglomerative,Average,0.05,0.2181 (0.08)
glass,Gaussian,Agglomerative,Single,0.05,0.3016 (0.03)
glass,Gaussian,Agglomerative,Complete,0.05,0.2777 (0.07)
glass,Gaussian,MultiMember,Average,0.05,0.2169 (0.11)
glass,Gaussian,MultiMember,Single,0.05,0.1258 (0.09)
glass,Gaussian,MultiMember,Complete,0.05,0.2342 (0.05)
glass,Gaussian,K-Means,Average,0.1,0.3504 (0.05)
glass,Gaussian,K-Means,Single,0.1,0.21 (0.08)
glass,Gaussian,K-Means,Complete,0.1,0.3654 (0.04)
glass,Gaussian,Agglomerative,Average,0.1,0.2118 (0.03)
glass,Gaussian,Agglomerative,Single,0.1,0.1241 (0.07)
glass,Gaussian,Agglomerative,Complete,0.1,0.2702 (0.02)
glass,Gaussian,MultiMember,Average,0.1,0.2361 (0.08)
glass,Gaussian,MultiMember,Single,0.1,0.0844 (0.0)
glass,Gaussian,MultiMember,Complete,0.1,0.2183 (0.06)
glass,Gaussian,K-Means,Average,0.15,0.2952 (0.04)
glass,Gaussian,K-Means,Single,0.15,0.1853 (0.1)
glass,Gaussian,K-Means,Complete,0.15,0.291 (0.05)
glass,Gaussian,Agglomerative,Average,0.15,0.168 (0.06)
glass,Gaussian,Agglomerative,Single,0.15,0.1497 (0.07)
glass,Gaussian,Agglomerative,Complete,0.15,0.1831 (0.03)
glass,Gaussian,MultiMember,Average,0.15,0.1234 (0.08)
glass,Gaussian,MultiMember,Single,0.15,0.0601 (0.0)
glass,Gaussian,MultiMember,Complete,0.15,0.2181 (0.07)
glass,Gaussian,K-Means,Average,0.25,0.2394 (0.05)
glass,Gaussian,K-Means,Single,0.25,0.1257 (0.06)
glass,Gaussian,K-Means,Complete,0.25,0.2357 (0.02)
glass,Gaussian,Agglomerative,Average,0.25,0.1861 (0.04)
glass,Gaussian,Agglomerative,Single,0.25,0.125 (0.05)
glass,Gaussian,Agglomerative,Complete,0.25,0.1878 (0.02)
glass,Gaussian,MultiMember,Average,0.25,0.1953 (0.01)
glass,Gaussian,MultiMember,Single,0.25,0.066 (0.01)
glass,Gaussian,MultiMember,Complete,0.25,0.2 (0.03)
glass,Uniform,K-Means,Average,0,0.31 (0.02)
glass,Uniform,K-Means,Single,0,0.1948 (0.1)
glass,Uniform,K-Means,Complete,0,0.3665 (0.07)
glass,Uniform,Agglomerative,Average,0,0.2971 (0.11)
glass,Uniform,Agglomerative,Single,0,0.3587 (0.02)
glass,Uniform,Agglomerative,Complete,0,0.3629 (0.02)
glass,Uniform,MultiMember,Average,0,0.2944 (0.1)
glass,Uniform,MultiMember,Single,0,0.1384 (0.1)
glass,Uniform,MultiMember,Complete,0,0.3451 (0.01)
glass,Uniform,K-Means,Average,0.02,0.3016 (0.02)
glass,Uniform,K-Means,Single,0.02,0.3098 (0.11)
glass,Uniform,K-Means,Complete,0.02,0.3565 (0.05)
glass,Uniform,Agglomerative,Average,0.02,0.2039 (0.08)
glass,Uniform,Agglomerative,Single,0.02,0.2406 (0.08)
glass,Uniform,Agglomerative,Complete,0.02,0.2502 (0.06)
glass,Uniform,MultiMember,Average,0.02,0.1716 (0.09)
glass,Uniform,MultiMember,Single,0.02,0.0759 (0.01)
glass,Uniform,MultiMember,Complete,0.02,0.2231 (0.08)
glass,Uniform,K-Means,Average,0.05,0.2924 (0.02)
glass,Uniform,K-Means,Single,0.05,0.2927 (0.01)
glass,Uniform,K-Means,Complete,0.05,0.3554 (0.03)
glass,Uniform,Agglomerative,Average,0.05,0.2066 (0.11)
glass,Uniform,Agglomerative,Single,0.05,0.1964 (0.1)
glass,Uniform,Agglomerative,Complete,0.05,0.2941 (0.01)
glass,Uniform,MultiMember,Average,0.05,0.2687 (0.1)
glass,Uniform,MultiMember,Single,0.05,0.0699 (0.01)
glass,Uniform,MultiMember,Complete,0.05,0.3417 (0.04)
glass,Uniform,K-Means,Average,0.1,0.2713 (0.01)
glass,Uniform,K-Means,Single,0.1,0.1713 (0.09)
glass,Uniform,K-Means,Complete,0.1,0.2696 (0.02)
glass,Uniform,Agglomerative,Average,0.1,0.2328 (0.01)
glass,Uniform,Agglomerative,Single,0.1,0.1498 (0.09)
glass,Uniform,Agglomerative,Complete,0.1,0.2243 (0.0)
glass,Uniform,MultiMember,Average,0.1,0.2238 (0.08)
glass,Uniform,MultiMember,Single,0.1,0.0806 (0.0)
glass,Uniform,MultiMember,Complete,0.1,0.2508 (0.01)
glass,Uniform,K-Means,Average,0.15,0.1932 (0.01)
glass,Uniform,K-Means,Single,0.15,0.0994 (0.03)
glass,Uniform,K-Means,Complete,0.15,0.1829 (0.02)
glass,Uniform,Agglomerative,Average,0.15,0.1507 (0.03)
glass,Uniform,Agglomerative,Single,0.15,0.1798 (0.02)
glass,Uniform,Agglomerative,Complete,0.15,0.1668 (0.01)
glass,Uniform,MultiMember,Average,0.15,0.1649 (0.04)
glass,Uniform,MultiMember,Single,0.15,0.102 (0.02)
glass,Uniform,MultiMember,Complete,0.15,0.1463 (0.04)
glass,Uniform,K-Means,Average,0.25,0.1659 (0.02)
glass,Uniform,K-Means,Single,0.25,0.1662 (0.04)
glass,Uniform,K-Means,Complete,0.25,0.1935 (0.0)
glass,Uniform,Agglomerative,Average,0.25,0.1703 (0.06)
glass,Uniform,Agglomerative,Single,0.25,0.1814 (0.05)
glass,Uniform,Agglomerative,Complete,0.25,0.1828 (0.02)
glass,Uniform,MultiMember,Average,0.25,0.1927 (0.0)
glass,Uniform,MultiMember,Single,0.25,0.0833 (0.0)
glass,Uniform,MultiMember,Complete,0.25,0.1908 (0.02)
glass,Quantization,K-Means,Average,0,0.3848 (0.02)
glass,Quantization,K-Means,Single,0,0.2727 (0.08)
glass,Quantization,K-Means,Complete,0,0.395 (0.03)
glass,Quantization,Agglomerative,Average,0,0.2986 (0.11)
glass,Quantization,Agglomerative,Single,0,0.3304 (0.0)
glass,Quantization,Agglomerative,Complete,0,0.3775 (0.0)
glass,Quantization,MultiMember,Average,0,0.3095 (0.03)
glass,Quantization,MultiMember,Single,0,0.1301 (0.09)
glass,Quantization,MultiMember,Complete,0,0.3456 (0.03)
glass,Quantization,K-Means,Average,0.02,0.3099 (0.02)
glass,Quantization,K-Means,Single,0.02,0.3444 (0.03)
glass,Quantization,K-Means,Complete,0.02,0.3989 (0.05)
glass,Quantization,Agglomerative,Average,0.02,0.2602 (0.09)
glass,Quantization,Agglomerative,Single,0.02,0.2654 (0.11)
glass,Quantization,Agglomerative,Complete,0.02,0.3595 (0.02)
glass,Quantization,MultiMember,Average,0.02,0.2858 (0.08)
glass,Quantization,MultiMember,Single,0.02,0.0864 (0.0)
glass,Quantization,MultiMember,Complete,0.02,0.3005 (0.08)
glass,Quantization,K-Means,Average,0.05,0.3411 (0.03)
glass,Quantization,K-Means,Single,0.05,0.2833 (0.1)
glass,Quantization,K-Means,Complete,0.05,0.3675 (0.05)
glass,Quantization,Agglomerative,Average,0.05,0.2847 (0.09)
glass,Quantization,Agglomerative,Single,0.05,0.3316 (0.01)
glass,Quantization,Agglomerative,Complete,0.05,0.3351 (0.01)
glass,Quantization,MultiMember,Average,0.05,0.3012 (0.11)
glass,Quantization,MultiMember,Single,0.05,0.0887 (0.0)
glass,Quantization,MultiMember,Complete,0.05,0.3342 (0.05)
glass,Quantization,K-Means,Average,0.1,0.3621 (0.04)
glass,Quantization,K-Means,Single,0.1,0.2799 (0.1)
glass,Quantization,K-Means,Complete,0.1,0.3887 (0.03)
glass,Quantization,Agglomerative,Average,0.1,0.3214 (0.01)
glass,Quantization,Agglomerative,Single,0.1,0.3216 (0.01)
glass,Quantization,Agglomerative,Complete,0.1,0.3623 (0.04)
glass,Quantization,MultiMember,Average,0.1,0.2387 (0.12)
glass,Quantization,MultiMember,Single,0.1,0.0849 (0.0)
glass,Quantization,MultiMember,Complete,0.1,0.3254 (0.02)
glass,Quantization,K-Means,Average,0.15,0.3438 (0.03)
glass,Quantization,K-Means,Single,0.15,0.2505 (0.09)
glass,Quantization,K-Means,Complete,0.15,0.3831 (0.04)
glass,Quantization,Agglomerative,Average,0.15,0.251 (0.1)
glass,Quantization,Agglomerative,Single,0.15,0.2386 (0.11)
glass,Quantization,Agglomerative,Complete,0.15,0.3106 (0.09)
glass,Quantization,MultiMember,Average,0.15,0.2969 (0.09)
glass,Quantization,MultiMember,Single,0.15,0.0788 (0.01)
glass,Quantization,MultiMember,Complete,0.15,0.2492 (0.12)
glass,Quantization,K-Means,Average,0.25,0.3651 (0.02)
glass,Quantization,K-Means,Single,0.25,0.2574 (0.11)
glass,Quantization,K-Means,Complete,0.25,0.3954 (0.03)
glass,Quantization,Agglomerative,Average,0.25,0.357 (0.02)
glass,Quantization,Agglomerative,Single,0.25,0.3387 (0.02)
glass,Quantization,Agglomerative,Complete,0.25,0.3428 (0.04)
glass,Quantization,MultiMember,Average,0.25,0.2455 (0.12)
glass,Quantization,MultiMember,Single,0.25,0.0865 (0.01)
glass,Quantization,MultiMember,Complete,0.25,0.2786 (0.08)
ionosphere,Gaussian,K-Means,Average,0,0.1293 (0.0)
ionosphere,Gaussian,K-Means,Single,0,0.0442 (0.04)
ionosphere,Gaussian,K-Means,Complete,0,0.1219 (0.01)
ionosphere,Gaussian,Agglomerative,Average,0,0.0202 (0.01)
ionosphere,Gaussian,Agglomerative,Single,0,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Complete,0,0.1409 (0.06)
ionosphere,Gaussian,MultiMember,Average,0,0.0609 (0.04)
ionosphere,Gaussian,MultiMember,Single,0,0.0087 (0.0)
ionosphere,Gaussian,MultiMember,Complete,0,0.1794 (0.16)
ionosphere,Gaussian,K-Means,Average,0.02,0.1223 (0.0)
ionosphere,Gaussian,K-Means,Single,0.02,0.014 (0.01)
ionosphere,Gaussian,K-Means,Complete,0.02,0.1166 (0.02)
ionosphere,Gaussian,Agglomerative,Average,0.02,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Single,0.02,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Complete,0.02,0.083 (0.1)
ionosphere,Gaussian,MultiMember,Average,0.02,0.0209 (0.02)
ionosphere,Gaussian,MultiMember,Single,0.02,0.0087 (0.0)
ionosphere,Gaussian,MultiMember,Complete,0.02,0.0676 (0.03)
ionosphere,Gaussian,K-Means,Average,0.05,0.1079 (0.02)
ionosphere,Gaussian,K-Means,Single,0.05,0.0087 (0.0)
ionosphere,Gaussian,K-Means,Complete,0.05,0.121 (0.01)
ionosphere,Gaussian,Agglomerative,Average,0.05,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Single,0.05,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Complete,0.05,0.2155 (0.12)
ionosphere,Gaussian,MultiMember,Average,0.05,0.0373 (0.03)
ionosphere,Gaussian,MultiMember,Single,0.05,0.0104 (0.0)
ionosphere,Gaussian,MultiMember,Complete,0.05,0.0703 (0.06)
ionosphere,Gaussian,K-Means,Average,0.1,0.1148 (0.02)
ionosphere,Gaussian,K-Means,Single,0.1,0.0104 (0.0)
ionosphere,Gaussian,K-Means,Complete,0.1,0.108 (0.02)
ionosphere,Gaussian,Agglomerative,Average,0.1,0.0137 (0.0)
ionosphere,Gaussian,Agglomerative,Single,0.1,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Complete,0.1,0.2427 (0.19)
ionosphere,Gaussian,MultiMember,Average,0.1,0.0281 (0.01)
ionosphere,Gaussian,MultiMember,Single,0.1,0.0087 (0.0)
ionosphere,Gaussian,MultiMember,Complete,0.1,0.154 (0.11)
ionosphere,Gaussian,K-Means,Average,0.15,0.0851 (0.01)
ionosphere,Gaussian,K-Means,Single,0.15,0.0104 (0.0)
ionosphere,Gaussian,K-Means,Complete,0.15,0.1063 (0.0)
ionosphere,Gaussian,Agglomerative,Average,0.15,0.0168 (0.01)
ionosphere,Gaussian,Agglomerative,Single,0.15,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Complete,0.15,0.133 (0.07)
ionosphere,Gaussian,MultiMember,Average,0.15,0.0724 (0.04)
ionosphere,Gaussian,MultiMember,Single,0.15,0.0087 (0.0)
ionosphere,Gaussian,MultiMember,Complete,0.15,0.1279 (0.04)
ionosphere,Gaussian,K-Means,Average,0.25,0.0671 (0.01)
ionosphere,Gaussian,K-Means,Single,0.25,0.0077 (0.0)
ionosphere,Gaussian,K-Means,Complete,0.25,0.0552 (0.01)
ionosphere,Gaussian,Agglomerative,Average,0.25,0.0168 (0.01)
ionosphere,Gaussian,Agglomerative,Single,0.25,0.0087 (0.0)
ionosphere,Gaussian,Agglomerative,Complete,0.25,0.0767 (0.03)
ionosphere,Gaussian,MultiMember,Average,0.25,0.0228 (0.02)
ionosphere,Gaussian,MultiMember,Single,0.25,0.0087 (0.0)
ionosphere,Gaussian,MultiMember,Complete,0.25,0.0915 (0.03)
ionosphere,Uniform,K-Means,Average,0,0.1261 (0.01)
ionosphere,Uniform,K-Means,Single,0,0.0426 (0.04)
ionosphere,Uniform,K-Means,Complete,0,0.1333 (0.0)
ionosphere,Uniform,Agglomerative,Average,0,0.012 (0.0)
ionosphere,Uniform,Agglomerative,Single,0,0.0087 (0.0)
ionosphere,Uniform,Agglomerative,Complete,0,0.1535 (0.15)
ionosphere,Uniform,MultiMember,Average,0,0.0462 (0.02)
ionosphere,Uniform,MultiMember,Single,0,0.0087 (0.0)
ionosphere,Uniform,MultiMember,Complete,0,0.1477 (0.05)
ionosphere,Uniform,K-Means,Average,0.02,0.128 (0.0)
ionosphere,Uniform,K-Means,Single,0.02,0.0235 (0.03)
ionosphere,Uniform,K-Means,Complete,0.02,0.1238 (0.01)
ionosphere,Uniform,Agglomerative,Average,0.02,0.0216 (0.01)
ionosphere,Uniform,Agglomerative,Single,0.02,0.0087 (0.0)
ionosphere,Uniform,Agglomerative,Complete,0.02,0.2431 (0.19)
ionosphere,Uniform,MultiMember,Average,0.02,0.0318 (0.03)
ionosphere,Uniform,MultiMember,Single,0.02,0.0087 (0.0)
ionosphere,Uniform,MultiMember,Complete,0.02,0.0762 (0.05)
ionosphere,Uniform,K-Means,Average,0.05,0.1245 (0.01)
ionosphere,Uniform,K-Means,Single,0.05,0.0202 (0.02)
ionosphere,Uniform,K-Means,Complete,0.05,0.1114 (0.02)
ionosphere,Uniform,Agglomerative,Average,0.05,0.0087 (0.0)
ionosphere,Uniform,Agglomerative,Single,0.05,0.0087 (0.0)
ionosphere,Uniform,Agglomerative,Complete,0.05,0.1765 (0.07)
ionosphere,Uniform,MultiMember,Average,0.05,0.0405 (0.03)
ionosphere,Uniform,MultiMember,Single,0.05,0.0087 (0.0)
ionosphere,Uniform,MultiMember,Complete,0.05,0.104 (0.07)
ionosphere,Uniform,K-Means,Average,0.1,0.1055 (0.01)
ionosphere,Uniform,K-Means,Single,0.1,0.0087 (0.0)
ionosphere,Uniform,K-Means,Complete,0.1,0.0962 (0.01)
ionosphere,Uniform,Agglomerative,Average,0.1,0.0104 (0.0)
ionosphere,Uniform,Agglomerative,Single,0.1,0.0087 (0.0)
ionosphere,Uniform,Agglomerative,Complete,0.1,0.0675 (0.05)
ionosphere,Uniform,MultiMember,Average,0.1,0.0152 (0.01)
ionosphere,Uniform,MultiMember,Single,0.1,0.0087 (0.0)
ionosphere,Uniform,MultiMember,Complete,0.1,0.1485 (0.07)
